"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WESD"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-15","3.0","0.0","0.0","102.0",,"-0.6","-3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-16","4.3","0.0","0.0","76.0",,"-2.2","-5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-17","2.6","0.0","0.0","76.0",,"1.1","-6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-18","2.6","0.0","0.0","76.0",,"3.3","-4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-19","3.2","0.0","0.0","76.0",,"2.2","-5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-20","6.9","0.0","0.0","76.0",,"0.0","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-21","7.3","0.0","0.0","76.0",,"1.1","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-22","4.3","0.0","0.0","76.0",,"1.7","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-23","6.6","0.0","0.0","76.0",,"4.4","1.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-24","7.0","6.6","0.0","0.0",,"6.1","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-25","5.8","0.0","0.0","0.0",,"1.1","-5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-26","5.7","0.0","0.0","0.0",,"-3.3","-11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-27","6.2","0.0","0.0","0.0",,"-5.0","-13.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-28","5.7","0.0","0.0","0.0",,"-9.4","-15.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-29","2.4","0.0","0.0","0.0",,"-8.3","-16.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-30","2.3","0.5","13.0","0.0",,"-3.9","-8.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-01-31","3.9","0.0","0.0","0.0",,"-3.3","-10.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-01","1.2","0.5","8.0","0.0",,"-2.2","-11.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-02","1.4","2.5","30.0","25.0",,"0.6","-3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-03","2.6","0.0","0.0","25.0",,"0.0","-7.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-04","1.9","0.0","0.0","25.0",,"0.6","-10.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-05","6.3","0.0","0.0","25.0",,"1.7","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-06","7.2","0.0","0.0","0.0",,"-0.6","-3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-07","3.3","0.0","0.0","0.0",,"-0.6","-3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-08","3.5","0.5","13.0","0.0",,"-1.1","-4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-09","7.8","4.6","206.0","51.0",,"-1.7","-3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-10","5.5","0.0","5.0","178.0",,"-1.7","-6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-11","2.7","0.0","0.0","178.0",,"-1.7","-10.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-12","2.3","0.0","0.0","0.0",,"-1.1","-11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-13","3.4","0.0","0.0","152.0",,"-0.6","-9.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-14","3.0","0.0","0.0","152.0",,"-1.1","-8.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-15","4.1","0.3","25.0","127.0",,"-1.7","-5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-16","5.1","0.0","0.0","152.0",,"0.6","-3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-17","4.1","0.0","0.0","152.0",,"1.7","-2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-18","3.0","0.0","0.0","127.0",,"3.3","-2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-19","2.0","0.0","0.0","127.0",,"3.3","-6.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-20","1.6","1.0","8.0","102.0",,"1.1","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-21","3.3","1.5","10.0","102.0",,"1.7","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-22","4.7","3.3","51.0","127.0",,"0.6","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-23","2.8","0.0","0.0","152.0",,"1.1","-3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-24","5.4","2.5","61.0","127.0",,"-2.2","-5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-25","4.9","0.0","0.0","152.0",,"-1.7","-7.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-26","5.9","0.0","0.0","152.0",,"1.1","-7.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-27","5.0","0.0","3.0","152.0",,"2.8","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-02-28","4.1","0.3","5.0","152.0",,"1.7","-0.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-01","3.6","0.0","0.0","152.0",,"1.1","-4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-02","3.2","0.0","0.0","127.0",,"0.0","-3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-03","3.4","0.0","0.0","127.0",,"2.8","-4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-04","2.9","0.0","0.0","127.0",,"3.9","-5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-05","2.1","0.0","0.0","102.0",,"2.2","-5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-06","1.6","0.0","0.0","102.0",,"5.6","-6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-07","1.1","0.0","0.0","76.0",,"5.6","-5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-08","2.0","0.0","0.0","51.0",,"10.0","-3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-09","2.5","0.0","0.0","25.0",,"6.1","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-10","3.8","7.4","0.0","0.0",,"11.1","2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-11","4.1","4.1","0.0","0.0",,"10.6","2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-12","3.7","0.0","0.0","0.0",,"11.1","3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-13","8.3","6.4","0.0","0.0",,"6.7","3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-14","7.0","0.0","0.0","0.0",,"8.9","4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-15","4.3","0.0","0.0","0.0",,"10.6","4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-16","1.4","0.0","0.0","0.0",,"11.7","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-17","2.2","0.0","0.0","0.0",,"15.0","-0.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-18","4.6","0.0","0.0","0.0",,"17.8","4.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-19","4.7","1.8","0.0","0.0",,"16.1","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-20","6.4","1.5","20.0","25.0",,"1.7","-1.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-21","3.0","0.0","0.0","0.0",,"5.6","-0.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-22","4.7","0.0","0.0","0.0",,"9.4","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-23","1.1","0.0","0.0","0.0",,"9.4","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-24","1.7","0.0","0.0","0.0",,"13.9","0.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-25","7.7","0.0","0.0","0.0",,"8.9","-2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-26","4.1","0.0","0.0","0.0",,"0.6","-2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-27","3.2","0.0","0.0","0.0",,"5.6","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-28","6.0","0.0","0.0","0.0",,"10.0","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-29","3.3","0.0","0.0","0.0",,"4.4","-1.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-30","4.4","0.0","0.0","0.0",,"14.4","-2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-03-31","4.4","0.0","0.0","0.0",,"25.0","9.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-01","4.8","0.0","0.0","0.0",,"27.8","12.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-02","6.7","0.0","0.0","0.0",,"27.2","15.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-03","5.7","3.3","0.0","0.0",,"15.6","10.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-04","6.2","0.0","0.0","0.0",,"22.8","7.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-05","3.5","7.9","0.0","0.0",,"22.2","6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-06","5.7","32.0","0.0","0.0",,"9.4","6.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-07","8.1","7.9","0.0","0.0",,"7.2","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-08","5.5","0.8","8.0","0.0",,"4.4","0.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-09","3.6","0.0","0.0","0.0",,"11.7","-1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-10","4.6","0.0","0.0","0.0",,"21.1","3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-11","2.4","0.0","0.0","0.0",,"17.8","5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-12","3.2","0.3","0.0","0.0",,"12.2","5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-13","6.9","0.0","0.0","0.0",,"12.2","5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-14","4.2","0.0","0.0","0.0",,"23.3","5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-15","5.9","0.0","0.0","0.0",,"27.8","13.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-16","5.7","0.0","0.0","0.0",,"19.4","5.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-17","4.7","0.0","0.0","0.0",,"14.4","2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-18","3.6","0.0","0.0","0.0",,"8.9","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-19","2.1","0.0","0.0","0.0",,"11.1","1.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-20","2.2","0.0","0.0","0.0",,"15.6","3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-21","5.6","0.0","0.0","0.0",,"10.0","3.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-22","3.3","0.0","0.0","0.0",,"9.4","2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-23","1.9","0.0","0.0","0.0",,"12.8","2.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-24","5.6","25.4","0.0","0.0",,"11.1","6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-25","8.5","5.6","0.0","0.0",,"10.6","7.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-26","7.8","0.0","0.0","0.0",,"12.2","7.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-27","5.1","0.0","0.0","0.0",,"9.4","2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-28","3.1","0.0","0.0","0.0",,"12.8","-0.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-29","6.0","0.0","0.0","0.0",,"20.6","8.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-04-30","6.0","3.8","0.0","0.0",,"26.7","11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-01","5.5","0.0","0.0","0.0",,"24.4","15.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-02","3.0","2.3","0.0","0.0",,"22.2","12.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-03","4.5","0.0","0.0","0.0",,"23.3","11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-04","6.0","0.0","0.0","0.0",,"27.8","10.0","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-05","6.7","0.3","0.0","0.0",,"21.7","12.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-06","4.3","0.0","0.0","0.0",,"13.9","5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-07","5.0","17.3","0.0","0.0",,"8.3","6.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-08","6.2","0.0","0.0","0.0",,"11.1","3.9","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-09","3.4","0.0","0.0","0.0",,"12.2","2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-10","4.9","0.0","0.0","0.0",,"11.7","2.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-11","7.1","25.4","0.0","0.0",,"9.4","5.6","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-12","5.1","5.6","0.0","0.0",,"9.4","6.1","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-13","5.1","27.2","0.0","0.0",,"22.2","7.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-14","5.7","0.0","0.0","0.0",,"18.9","8.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-15","1.8","0.0","0.0","0.0",,"13.9","6.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-16","3.8","0.0","0.0","0.0",,"15.0","7.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-17","4.5","0.0","0.0","0.0",,"13.9","9.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-18","4.1","0.0","0.0","0.0",,"20.6","9.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-19","1.4","0.0","0.0","0.0",,"23.3","7.8","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-20","1.8","0.0","0.0","0.0",,"22.8","9.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-21","2.9","9.9","0.0","0.0",,"20.0","11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-22","2.8","0.0","0.0","0.0",,"20.0","11.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-23","3.7","0.0","0.0","0.0",,"30.0","13.3","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-24","3.7","0.0","0.0","0.0",,"31.1","19.4","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-25","3.5","0.0","0.0","0.0",,"25.6","17.2","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-26","2.1","0.0","0.0","0.0",,"27.8","16.7","0.0"
"USW00014839","MILWAUKEE MITCHELL INTERNATIONAL AIRPORT, WI US","42.955","-87.9044","204.2","2010-05-27","4.8","0.0","0.0","0.0",,"23.3","15.6","0.0"
