"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF"
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-03",,,"0.8","0.0",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-04",,,"0.3",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-05",,,"17.5","0.0",,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-06",,,"34.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-07",,,"14.7",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-08",,,"5.1",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-09",,,"0.8",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-10",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-11",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-12",,,"0.8",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-13",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-14",,,"2.5",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-15",,,"1.8",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-26",,,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-27",,,"0.3",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-28",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-02-29",,,"3.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-01",,,"0.3",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-02",,,"0.5",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-03",,,"3.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-04",,,"0.3",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-05",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-06",,,"18.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-07",,,"3.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-08",,,"5.8",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-09",,,"0.5",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-10",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-11",,,"1.8",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-12",,,"0.5",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-13",,,"2.5",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-14",,,"7.4","0.0",,,,,,,"0.0"
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-15",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-16",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-17",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-18",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-19",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-20",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-21",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-22",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-23",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-24",,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-25",,,"8.6",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2020-03-26",,,"0.8",,,,,,,,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-01",,,"1.3",,,,"11.7","8.9","8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-02",,,"4.6",,,,"8.9","5.0","8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-03",,,"0.8",,,,"16.1","7.2","13.3",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-04",,,"17.5",,,,"13.3","5.0","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-05",,,"2.5",,,,"8.3","5.6","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-06",,,"36.8",,,,"11.1","5.0","10.6",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-07",,,"13.0",,,,"13.3","8.9","9.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-08",,,"1.3",,,,"9.4","2.8","2.8",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-09",,,"4.1",,,,"3.9","0.0","2.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-10",,,"11.2",,,,"7.8","1.7","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-11",,,"2.0",,,,"7.8","5.0","5.6",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-12",,,"12.7",,,,"6.7","2.8","2.8",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-13",,,"1.3",,,,"2.8",,,,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-14",,,"1.8",,,,"2.8",,"1.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-15",,,"0.0",,,,"7.8",,"7.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-16",,,"1.8",,,,"7.8",,"2.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-17",,,"0.8",,,,"5.0",,"4.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-18",,,"5.8",,,,"11.1",,"8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-19",,,"1.8",,,,"11.1",,"6.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-20",,,"0.0",,,,"8.9",,"7.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-21",,,"7.6",,,,"10.6","7.2","8.3",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-22",,,"9.7",,,,"8.3","6.7","8.3",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-23",,,"20.6",,,,"12.8","7.8","11.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-24",,,"16.5",,,,"12.2","8.9","9.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-25",,,"7.4",,,,"11.7","7.2","8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-26",,,"5.6",,,,"13.3","7.8","8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-27",,,"11.7",,,,"9.4","6.1","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-28",,,"20.1",,,,"11.1","6.7","9.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-29",,,"7.1",,,,"11.1","7.2","9.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-30",,,"7.1",,,,"9.4","5.0","7.8",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-01-31",,,"19.3",,,,"15.0","7.2","15.0",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-08",,,"1.5",,,,"10.6","6.1","6.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-09",,,"0.0",,,,"7.8","1.7","4.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-10",,,"0.0",,,,"7.8","1.7","5.6",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-21",,,,,,,,,"8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-22",,,"0.0",,,,"9.4","4.4","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-23",,,"12.7",,,,"10.0","4.4","6.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-02-29",,,"2.0",,,,"9.4","5.0","5.6",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-01",,,"0.0",,,,"9.4","0.6","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-03",,,,,,,,,"8.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-04",,,"0.0",,,,"11.1","6.1","7.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-05",,,"0.0",,,,"13.9","2.8","7.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-07",,,,,,,,,"3.9",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-08",,,"0.0",,,,"7.8","1.7","6.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-09",,,"0.0",,,,"9.4","-0.6","6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-14",,,"0.0",,,,"5.6","2.8","3.3",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-15",,,"0.0",,,,"6.7","1.1","5.6",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-16",,,"0.0",,,,"11.1","3.3","8.3",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-17",,,"0.0",,,,"11.1","0.0","7.2",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-18",,,"0.0",,,,"12.2","1.1","9.4",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-19",,,"0.0",,,,"14.4","1.7","10.0",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-23",,,,,,,,,"6.7",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-24",,,,,,,,,"6.1",,
"USC00458278","TACOMA NUMBER 1, WA US","47.2472","-122.4122","7.6","2020-03-25",,,,,,,,,"7.8",,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-01",,,"8.4",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-02",,,"11.2",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-03",,,"2.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-04",,,"7.9",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-05",,,"2.3",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-06",,,"5.8",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-07",,,"8.4",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-08",,,"2.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-09",,,"1.0",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-11",,,"7.6",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-12",,,"15.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-13",,,"10.2","102.0","102.0",,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-14",,,"9.9","51.0","127.0",,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-15",,,"0.0",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-16",,,"1.0",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-17",,,"0.0","0.0","102.0",,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-18",,,"8.4",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-19",,,"0.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-20",,,"0.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-21",,,"4.6",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-22",,,"15.0",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-23",,,"9.7",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-24",,,"19.1",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-25",,,"7.4",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-26",,,"7.9",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-27",,,"2.0",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-28",,,"22.1",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-29",,,"1.3",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-30",,,"2.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-01-31",,,"3.6",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-01",,,"21.6",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-02",,,"7.9",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-03",,,"2.3",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-04",,,"0.3",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-05",,,"30.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-06",,,"53.1",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-07",,,"22.1",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-08",,,"10.2",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-09",,,"1.5","0.0",,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-10",,,"0.0","0.0",,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-11",,,"0.0","0.0",,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-12",,,"0.5",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-13",,,"0.0","0.0",,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-14",,,"3.6",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-15",,,"1.3",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-16",,,"6.1",,,,,,,,
"US1WAKG0226","REDMOND 1.7 N, WA US","47.697944","-122.108127","108.2","2020-02-17",,,"2.8",,,,,,,,
